ID Transaksi;Tanggal;Hari;Bulan;Kuartal;Tahun;Jam Transaksi;Nama Produk;Kategori; Harga Satuan ;Jumlah;Diskon (%); Total Penjualan ; HPP ; Laba Kotor ;Margin (%);Cabang;Kasir;Metode Pembayaran;Status Member;Rating Pelanggan;
TRX-0428;26/05/2024;Minggu;Mei;Q2;2024;Pagi (08-12);Cheetos;Snack; Rp11.000,00 ;9;15; Rp84.150,00 ; Rp50.799,00 ; Rp33.351,00 ;39,63;Lawang;Siti;Kartu Debit;Non-Member;1;
TRX-0429;08/12/2024;Minggu;Desember;Q4;2024;Sore (16-20);Chitato;Snack; Rp12.000,00 ;4;20; Rp38.400,00 ; Rp22.780,00 ; Rp15.620,00 ;40,68;Malang Kota;Agus;Kartu Debit;Non-Member;3;
TRX-0430;27/07/2024;Sabtu;Juli;Q3;2024;Siang (12-16);Lip Balm Nivea;Perawatan; Rp18.000,00 ;6;0; Rp108.000,00 ; Rp66.960,00 ; Rp41.040,00 ;38,00;Singosari;Dewi;QRIS;Non-Member;3;
TRX-0431;29/11/2023;Rabu;November;Q4;2023;Siang (12-16);Hand Sanitizer;Perawatan; Rp12.000,00 ;8;0; Rp96.000,00 ; Rp59.019,00 ; Rp36.981,00 ;38,52;Singosari;Agus;QRIS;Non-Member;4;
TRX-0432;08/10/2024;Selasa;Oktober;Q4;2024;Siang (12-16);Kapas Kecantikan;Perawatan; Rp8.000,00 ;7;20; Rp44.800,00 ; Rp31.548,00 ; Rp13.252,00 ;29,58;Malang Kota;Budi;Kartu Debit;Non-Member;3;
TRX-0433;30/10/2024;Rabu;Oktober;Q4;2024;Malam (20-22);Pasta Gigi Pepsodent;Kebersihan; Rp12.000,00 ;10;15; Rp102.000,00 ; Rp62.957,00 ; Rp39.043,00 ;38,28;Lawang;Siti;Voucher;Non-Member;2;
TRX-0434;08/07/2023;Sabtu;Juli;Q3;2023;Malam (20-22);Teh Botol;Minuman; Rp6.000,00 ;4;15; Rp20.400,00 ; Rp12.093,00 ; Rp8.307,00 ;40,72;Malang Kota;Budi;QRIS;Member;1;
TRX-0435;07/03/2023;Selasa;Maret;Q1;2023;Sore (16-20);Gula Pasir 1kg;Bumbu Dapur; Rp16.000,00 ;1;0; Rp16.000,00 ; Rp10.897,00 ; Rp5.103,00 ;31,89;Batu;Rina;Tunai;Member;1;
TRX-0436;01/11/2024;Jumat;November;Q4;2024;Siang (12-16);Royco Ayam;Bumbu Dapur; Rp5.000,00 ;4;0; Rp20.000,00 ; Rp13.508,00 ; Rp6.492,00 ;32,46;Lawang;Budi;QRIS;Member;1;
TRX-0437;10/11/2024;Minggu;November;Q4;2024;Malam (20-22);Pasta Gigi Pepsodent;Kebersihan; Rp12.000,00 ;8;5; Rp91.200,00 ; Rp65.276,00 ; Rp25.924,00 ;28,43;Batu;Siti;Voucher;Member;5;
TRX-0438;01/07/2023;Sabtu;Juli;Q3;2023;Sore (16-20);Kapas Kecantikan;Perawatan; Rp8.000,00 ;8;15; Rp54.400,00 ; Rp36.846,00 ; Rp17.554,00 ;32,27;Batu;Agus;Voucher;Non-Member;4;
TRX-0439;06/07/2024;Sabtu;Juli;Q3;2024;Pagi (08-12);Chitato;Snack; Rp12.000,00 ;8;0; Rp96.000,00 ; Rp58.770,00 ; Rp37.230,00 ;38,78;Singosari;Budi;Kartu Debit;Member;5;
TRX-0440;20/05/2023;Sabtu;Mei;Q2;2023;Pagi (08-12);Pasta Gigi Pepsodent;Kebersihan; Rp12.000,00 ;8;10; Rp86.400,00 ; Rp47.642,00 ; Rp38.758,00 ;44,86;Lawang;Agus;Kartu Debit;Non-Member;3;
TRX-0441;03/09/2024;Selasa;September;Q3;2024;Siang (12-16);Chitato;Snack; Rp12.000,00 ;9;0; Rp108.000,00 ; Rp62.862,00 ; Rp45.138,00 ;41,79;Batu;Agus;Kartu Kredit;Member;4;
TRX-0442;23/01/2024;Selasa;Januari;Q1;2024;Sore (16-20);Qtela;Snack; Rp14.000,00 ;2;5; Rp26.600,00 ; Rp17.458,00 ; Rp9.142,00 ;34,37;Batu;Dewi;Kartu Debit;Non-Member;4;
TRX-0443;12/07/2023;Rabu;Juli;Q3;2023;Sore (16-20);Teh Botol;Minuman; Rp6.000,00 ;3;0; Rp18.000,00 ; Rp10.238,00 ; Rp7.762,00 ;43,12;Lawang;Dewi;Kartu Kredit;Non-Member;2;
TRX-0444;25/11/2023;Sabtu;November;Q4;2023;Siang (12-16);Teh Botol;Minuman; Rp6.000,00 ;1;10; Rp5.400,00 ; Rp2.990,00 ; Rp2.410,00 ;44,63;Malang Kota;Siti;Kartu Debit;Non-Member;1;
TRX-0445;27/08/2023;Minggu;Agustus;Q3;2023;Sore (16-20);Teh Botol;Minuman; Rp6.000,00 ;1;5; Rp5.700,00 ; Rp3.345,00 ; Rp2.355,00 ;41,32;Lawang;Siti;Kartu Kredit;Non-Member;1;
TRX-0446;05/12/2023;Selasa;Desember;Q4;2023;Siang (12-16);Teh Botol;Minuman; Rp6.000,00 ;1;0; Rp6.000,00 ; Rp4.091,00 ; Rp1.909,00 ;31,82;Malang Kota;Dewi;Kartu Kredit;Member;3;
TRX-0447;26/01/2024;Jumat;Januari;Q1;2024;Siang (12-16);Aqua 1.5L;Minuman; Rp5.000,00 ;4;5; Rp19.000,00 ; Rp12.941,00 ; Rp6.059,00 ;31,89;Lawang;Budi;Tunai;Non-Member;1;
TRX-0448;17/06/2024;Senin;Juni;Q2;2024;Pagi (08-12);Indomie Goreng;Snack; Rp3.500,00 ;7;15; Rp20.825,00 ; Rp14.857,00 ; Rp5.968,00 ;28,66;Singosari;Budi;Tunai;Non-Member;4;
TRX-0449;15/10/2024;Selasa;Oktober;Q4;2024;Malam (20-22);Shampo Sunsilk;Kebersihan; Rp15.000,00 ;6;0; Rp90.000,00 ; Rp62.714,00 ; Rp27.286,00 ;30,32;Kepanjen;Rina;QRIS;Non-Member;1;
TRX-0450;21/06/2023;Rabu;Juni;Q2;2023;Malam (20-22);Softex;Kebersihan; Rp18.000,00 ;2;5; Rp34.200,00 ; Rp23.398,00 ; Rp10.802,00 ;31,58;Malang Kota;Rina;Voucher;Member;3;
TRX-0451;02/04/2023;Minggu;April;Q2;2023;Sore (16-20);Oreo;Snack; Rp10.000,00 ;8;0; Rp80.000,00 ; Rp53.329,00 ; Rp26.671,00 ;33,34;Singosari;Rina;Tunai;Member;5;
TRX-0452;20/04/2023;Kamis;April;Q2;2023;Pagi (08-12);Indomie Goreng;Snack; Rp3.500,00 ;4;0; Rp14.000,00 ; Rp10.036,00 ; Rp3.964,00 ;28,31;Singosari;Agus;QRIS;Non-Member;3;
TRX-0453;18/05/2023;Kamis;Mei;Q2;2023;Siang (12-16);Sabun Lifebuoy;Kebersihan; Rp8.000,00 ;8;15; Rp54.400,00 ; Rp33.966,00 ; Rp20.434,00 ;37,56;Singosari;Dewi;Kartu Kredit;Member;5;
TRX-0454;23/12/2023;Sabtu;Desember;Q4;2023;Siang (12-16);Deterjen Rinso;Kebersihan; Rp22.000,00 ;5;20; Rp88.000,00 ; Rp60.837,00 ; Rp27.163,00 ;30,87;Batu;Budi;Tunai;Non-Member;3;
TRX-0455;27/09/2023;Rabu;September;Q3;2023;Pagi (08-12);Lip Balm Nivea;Perawatan; Rp18.000,00 ;8;0; Rp144.000,00 ; Rp98.194,00 ; Rp45.806,00 ;31,81;Batu;Agus;QRIS;Non-Member;5;
TRX-0456;02/09/2023;Sabtu;September;Q3;2023;Siang (12-16);Sabun Lifebuoy;Kebersihan; Rp8.000,00 ;9;20; Rp57.600,00 ; Rp35.474,00 ; Rp22.126,00 ;38,41;Batu;Agus;Voucher;Non-Member;3;
TRX-0457;24/02/2024;Sabtu;Februari;Q1;2024;Pagi (08-12);Sabun Lifebuoy;Kebersihan; Rp8.000,00 ;2;10; Rp14.400,00 ; Rp9.533,00 ; Rp4.867,00 ;33,80;Malang Kota;Budi;QRIS;Member;1;
TRX-0458;12/05/2024;Minggu;Mei;Q2;2024;Sore (16-20);Chitato;Snack; Rp12.000,00 ;1;10; Rp10.800,00 ; Rp7.118,00 ; Rp3.682,00 ;34,09;Lawang;Agus;Voucher;Member;3;
TRX-0459;15/08/2023;Selasa;Agustus;Q3;2023;Sore (16-20);Pelembab Vaseline;Perawatan; Rp25.000,00 ;1;0; Rp25.000,00 ; Rp16.537,00 ; Rp8.463,00 ;33,85;Malang Kota;Agus;Tunai;Non-Member;3;
TRX-0460;26/12/2024;Kamis;Desember;Q4;2024;Siang (12-16);Susu Ultra;Minuman; Rp9.000,00 ;5;10; Rp40.500,00 ; Rp22.555,00 ; Rp17.945,00 ;44,31;Malang Kota;Siti;Tunai;Member;1;
TRX-0461;25/08/2023;Jumat;Agustus;Q3;2023;Malam (20-22);Hand Sanitizer;Perawatan; Rp12.000,00 ;4;0; Rp48.000,00 ; Rp30.694,00 ; Rp17.306,00 ;36,05;Kepanjen;Dewi;QRIS;Member;5;
TRX-0462;02/01/2024;Selasa;Januari;Q1;2024;Sore (16-20);Sania Minyak Goreng;Bumbu Dapur; Rp28.000,00 ;2;0; Rp56.000,00 ; Rp38.344,00 ; Rp17.656,00 ;31,53;Batu;Agus;Voucher;Member;5;
TRX-0463;06/09/2024;Jumat;September;Q3;2024;Malam (20-22);Royco Ayam;Bumbu Dapur; Rp5.000,00 ;6;10; Rp27.000,00 ; Rp19.401,00 ; Rp7.599,00 ;28,14;Singosari;Siti;Kartu Kredit;Non-Member;5;
TRX-0464;04/09/2023;Senin;September;Q3;2023;Malam (20-22);Kapas Kecantikan;Perawatan; Rp8.000,00 ;4;5; Rp30.400,00 ; Rp20.677,00 ; Rp9.723,00 ;31,98;Singosari;Siti;Kartu Kredit;Non-Member;1;
TRX-0465;05/02/2023;Minggu;Februari;Q1;2023;Siang (12-16);Softex;Kebersihan; Rp18.000,00 ;1;10; Rp16.200,00 ; Rp9.282,00 ; Rp6.918,00 ;42,70;Singosari;Rina;Kartu Debit;Member;3;
TRX-0466;23/01/2023;Senin;Januari;Q1;2023;Pagi (08-12);Softex;Kebersihan; Rp18.000,00 ;9;10; Rp145.800,00 ; Rp94.335,00 ; Rp51.465,00 ;35,30;Batu;Budi;Tunai;Non-Member;3;
TRX-0467;09/06/2023;Jumat;Juni;Q2;2023;Malam (20-22);Qtela;Snack; Rp14.000,00 ;6;10; Rp75.600,00 ; Rp44.791,00 ; Rp30.809,00 ;40,75;Singosari;Siti;Tunai;Member;1;
TRX-0468;29/11/2023;Rabu;November;Q4;2023;Sore (16-20);Saos Sambal;Bumbu Dapur; Rp10.000,00 ;8;20; Rp64.000,00 ; Rp44.981,00 ; Rp19.019,00 ;29,72;Batu;Rina;Voucher;Member;5;
TRX-0469;26/01/2024;Jumat;Januari;Q1;2024;Siang (12-16);Aqua 1.5L;Minuman; Rp5.000,00 ;6;0; Rp30.000,00 ; Rp20.987,00 ; Rp9.013,00 ;30,04;Lawang;Agus;Tunai;Member;4;
TRX-0470;25/02/2023;Sabtu;Februari;Q1;2023;Siang (12-16);Softex;Kebersihan; Rp18.000,00 ;1;0; Rp18.000,00 ; Rp11.552,00 ; Rp6.448,00 ;35,82;Kepanjen;Siti;Voucher;Member;1;
TRX-0471;20/11/2024;Rabu;November;Q4;2024;Malam (20-22);Sania Minyak Goreng;Bumbu Dapur; Rp28.000,00 ;10;10; Rp252.000,00 ; Rp160.223,00 ; Rp91.777,00 ;36,42;Kepanjen;Agus;Kartu Debit;Member;2;
TRX-0472;11/12/2023;Senin;Desember;Q4;2023;Malam (20-22);Kopi Kapal Api;Minuman; Rp12.000,00 ;10;15; Rp102.000,00 ; Rp56.955,00 ; Rp45.045,00 ;44,16;Lawang;Siti;Tunai;Non-Member;2;
TRX-0473;19/05/2023;Jumat;Mei;Q2;2023;Siang (12-16);Gula Pasir 1kg;Bumbu Dapur; Rp16.000,00 ;4;5; Rp60.800,00 ; Rp37.526,00 ; Rp23.274,00 ;38,28;Batu;Budi;Voucher;Member;1;
TRX-0474;30/09/2023;Sabtu;September;Q3;2023;Sore (16-20);Royco Ayam;Bumbu Dapur; Rp5.000,00 ;10;0; Rp50.000,00 ; Rp28.457,00 ; Rp21.543,00 ;43,09;Lawang;Agus;Kartu Debit;Member;3;
TRX-0475;19/12/2023;Selasa;Desember;Q4;2023;Siang (12-16);Pelembab Vaseline;Perawatan; Rp25.000,00 ;5;0; Rp125.000,00 ; Rp89.738,00 ; Rp35.262,00 ;28,21;Batu;Agus;Voucher;Non-Member;1;
TRX-0476;28/08/2023;Senin;Agustus;Q3;2023;Siang (12-16);Qtela;Snack; Rp14.000,00 ;3;20; Rp33.600,00 ; Rp22.641,00 ; Rp10.959,00 ;32,62;Malang Kota;Rina;Tunai;Member;3;
TRX-0477;15/01/2023;Minggu;Januari;Q1;2023;Siang (12-16);Sabun Lifebuoy;Kebersihan; Rp8.000,00 ;5;5; Rp38.000,00 ; Rp23.944,00 ; Rp14.056,00 ;36,99;Singosari;Budi;Voucher;Member;5;
TRX-0478;19/06/2024;Rabu;Juni;Q2;2024;Pagi (08-12);Softex;Kebersihan; Rp18.000,00 ;8;10; Rp129.600,00 ; Rp87.362,00 ; Rp42.238,00 ;32,59;Kepanjen;Rina;Kartu Kredit;Non-Member;2;
TRX-0479;03/03/2023;Jumat;Maret;Q1;2023;Sore (16-20);Shampo Sunsilk;Kebersihan; Rp15.000,00 ;10;0; Rp150.000,00 ; Rp83.854,00 ; Rp66.146,00 ;44,10;Malang Kota;Rina;Kartu Kredit;Non-Member;1;
TRX-0480;20/01/2023;Jumat;Januari;Q1;2023;Pagi (08-12);Deterjen Rinso;Kebersihan; Rp22.000,00 ;4;5; Rp83.600,00 ; Rp53.207,00 ; Rp30.393,00 ;36,36;Malang Kota;Siti;Kartu Kredit;Member;2;
TRX-0481;27/05/2024;Senin;Mei;Q2;2024;Malam (20-22);Gula Pasir 1kg;Bumbu Dapur; Rp16.000,00 ;1;0; Rp16.000,00 ; Rp9.473,00 ; Rp6.527,00 ;40,79;Batu;Siti;Kartu Debit;Non-Member;2;
TRX-0482;19/01/2023;Kamis;Januari;Q1;2023;Sore (16-20);Pasta Gigi Pepsodent;Kebersihan; Rp12.000,00 ;6;15; Rp61.200,00 ; Rp36.805,00 ; Rp24.395,00 ;39,86;Batu;Siti;Tunai;Non-Member;1;
TRX-0483;22/07/2024;Senin;Juli;Q3;2024;Siang (12-16);Shampo Sunsilk;Kebersihan; Rp15.000,00 ;3;0; Rp45.000,00 ; Rp31.613,00 ; Rp13.387,00 ;29,75;Kepanjen;Rina;Kartu Kredit;Non-Member;2;
TRX-0484;09/08/2024;Jumat;Agustus;Q3;2024;Siang (12-16);Indomie Goreng;Snack; Rp3.500,00 ;5;10; Rp15.750,00 ; Rp9.544,00 ; Rp6.206,00 ;39,40;Batu;Budi;QRIS;Member;2;
TRX-0485;13/11/2023;Senin;November;Q4;2023;Pagi (08-12);Deodorant Rexona;Perawatan; Rp20.000,00 ;7;20; Rp112.000,00 ; Rp64.364,00 ; Rp47.636,00 ;42,53;Batu;Budi;Kartu Debit;Member;2;
TRX-0486;22/11/2023;Rabu;November;Q4;2023;Siang (12-16);Chitato;Snack; Rp12.000,00 ;6;5; Rp68.400,00 ; Rp48.797,00 ; Rp19.603,00 ;28,66;Singosari;Agus;Kartu Debit;Member;1;
TRX-0487;15/05/2023;Senin;Mei;Q2;2023;Siang (12-16);Chitato;Snack; Rp12.000,00 ;10;10; Rp108.000,00 ; Rp64.300,00 ; Rp43.700,00 ;40,46;Batu;Dewi;QRIS;Member;1;
TRX-0488;03/01/2024;Rabu;Januari;Q1;2024;Malam (20-22);Kopi Kapal Api;Minuman; Rp12.000,00 ;3;10; Rp32.400,00 ; Rp22.481,00 ; Rp9.919,00 ;30,61;Lawang;Siti;QRIS;Non-Member;4;
TRX-0489;21/05/2023;Minggu;Mei;Q2;2023;Siang (12-16);Oreo;Snack; Rp10.000,00 ;4;0; Rp40.000,00 ; Rp24.778,00 ; Rp15.222,00 ;38,05;Malang Kota;Siti;Kartu Kredit;Member;2;
TRX-0490;09/03/2023;Kamis;Maret;Q1;2023;Malam (20-22);Indomie Goreng;Snack; Rp3.500,00 ;10;5; Rp33.250,00 ; Rp22.176,00 ; Rp11.074,00 ;33,31;Lawang;Budi;Kartu Kredit;Member;5;
TRX-0491;25/01/2024;Kamis;Januari;Q1;2024;Pagi (08-12);Deterjen Rinso;Kebersihan; Rp22.000,00 ;10;15; Rp187.000,00 ; Rp121.032,00 ; Rp65.968,00 ;35,28;Batu;Dewi;Tunai;Non-Member;4;
TRX-0492;13/02/2023;Senin;Februari;Q1;2023;Pagi (08-12);Cheetos;Snack; Rp11.000,00 ;9;5; Rp94.050,00 ; Rp67.457,00 ; Rp26.593,00 ;28,28;Malang Kota;Dewi;Kartu Kredit;Member;3;
TRX-0493;26/03/2024;Selasa;Maret;Q1;2024;Siang (12-16);Royco Ayam;Bumbu Dapur; Rp5.000,00 ;5;5; Rp23.750,00 ; Rp13.735,00 ; Rp10.015,00 ;42,17;Singosari;Dewi;Tunai;Non-Member;4;
TRX-0494;03/04/2023;Senin;April;Q2;2023;Malam (20-22);Pelembab Vaseline;Perawatan; Rp25.000,00 ;3;20; Rp60.000,00 ; Rp38.972,00 ; Rp21.028,00 ;35,05;Batu;Budi;Kartu Kredit;Non-Member;4;
TRX-0495;26/01/2023;Kamis;Januari;Q1;2023;Sore (16-20);Indomie Goreng;Snack; Rp3.500,00 ;10;15; Rp29.750,00 ; Rp20.893,00 ; Rp8.857,00 ;29,77;Lawang;Rina;Kartu Debit;Member;1;
TRX-0496;04/04/2023;Selasa;April;Q2;2023;Siang (12-16);Kopi Kapal Api;Minuman; Rp12.000,00 ;6;0; Rp72.000,00 ; Rp46.012,00 ; Rp25.988,00 ;36,09;Lawang;Dewi;Voucher;Non-Member;5;
TRX-0497;25/01/2024;Kamis;Januari;Q1;2024;Siang (12-16);Teh Botol;Minuman; Rp6.000,00 ;6;10; Rp32.400,00 ; Rp22.619,00 ; Rp9.781,00 ;30,19;Kepanjen;Budi;QRIS;Member;4;
TRX-0498;12/11/2023;Minggu;November;Q4;2023;Sore (16-20);Deterjen Rinso;Kebersihan; Rp22.000,00 ;5;15; Rp93.500,00 ; Rp54.297,00 ; Rp39.203,00 ;41,93;Kepanjen;Budi;Tunai;Member;4;
TRX-0499;24/05/2024;Jumat;Mei;Q2;2024;Malam (20-22);Gula Pasir 1kg;Bumbu Dapur; Rp16.000,00 ;1;10; Rp14.400,00 ; Rp10.081,00 ; Rp4.319,00 ;29,99;Kepanjen;Budi;Voucher;Non-Member;4;
TRX-0500;28/03/2024;Kamis;Maret;Q1;2024;Siang (12-16);Susu Ultra;Minuman; Rp9.000,00 ;10;0; Rp90.000,00 ; Rp53.244,00 ; Rp36.756,00 ;40,84;Batu;Siti;Voucher;Member;2;
TRX-0501;01/06/2023;Kamis;Juni;Q2;2023;Sore (16-20);Pocari Sweat;Minuman; Rp8.000,00 ;1;0; Rp8.000,00 ; Rp5.561,00 ; Rp2.439,00 ;30,49;Batu;Dewi;Kartu Debit;Member;1;
TRX-0502;22/04/2023;Sabtu;April;Q2;2023;Siang (12-16);Saos Sambal;Bumbu Dapur; Rp10.000,00 ;3;15; Rp25.500,00 ; Rp15.258,00 ; Rp10.242,00 ;40,16;Batu;Dewi;Voucher;Non-Member;5;
TRX-0503;04/01/2024;Kamis;Januari;Q1;2024;Pagi (08-12);Aqua 1.5L;Minuman; Rp5.000,00 ;5;0; Rp25.000,00 ; Rp15.316,00 ; Rp9.684,00 ;38,74;Lawang;Rina;Kartu Kredit;Non-Member;4;
TRX-0504;18/05/2023;Kamis;Mei;Q2;2023;Pagi (08-12);Pocari Sweat;Minuman; Rp8.000,00 ;6;10; Rp43.200,00 ; Rp26.799,00 ; Rp16.401,00 ;37,97;Kepanjen;Budi;Voucher;Member;5;
TRX-0505;06/10/2024;Minggu;Oktober;Q4;2024;Sore (16-20);Pelembab Vaseline;Perawatan; Rp25.000,00 ;8;15; Rp170.000,00 ; Rp113.402,00 ; Rp56.598,00 ;33,29;Singosari;Agus;Voucher;Non-Member;5;
TRX-0506;11/08/2024;Minggu;Agustus;Q3;2024;Siang (12-16);Lip Balm Nivea;Perawatan; Rp18.000,00 ;3;10; Rp48.600,00 ; Rp31.378,00 ; Rp17.222,00 ;35,44;Batu;Agus;Kartu Kredit;Member;3;
TRX-0507;18/07/2023;Selasa;Juli;Q3;2023;Malam (20-22);Aqua 1.5L;Minuman; Rp5.000,00 ;1;5; Rp4.750,00 ; Rp3.118,00 ; Rp1.632,00 ;34,36;Malang Kota;Budi;Voucher;Non-Member;1;
TRX-0508;08/12/2023;Jumat;Desember;Q4;2023;Sore (16-20);Softex;Kebersihan; Rp18.000,00 ;4;0; Rp72.000,00 ; Rp47.441,00 ; Rp24.559,00 ;34,11;Singosari;Siti;Tunai;Non-Member;5;
TRX-0509;17/07/2024;Rabu;Juli;Q3;2024;Pagi (08-12);Sabun Lifebuoy;Kebersihan; Rp8.000,00 ;2;15; Rp13.600,00 ; Rp8.251,00 ; Rp5.349,00 ;39,33;Lawang;Dewi;Voucher;Member;2;
TRX-0510;05/12/2023;Selasa;Desember;Q4;2023;Malam (20-22);Deterjen Rinso;Kebersihan; Rp22.000,00 ;8;20; Rp140.800,00 ; Rp78.291,00 ; Rp62.509,00 ;44,40;Kepanjen;Agus;QRIS;Non-Member;4;
TRX-0511;28/02/2024;Rabu;Februari;Q1;2024;Pagi (08-12);Susu Ultra;Minuman; Rp9.000,00 ;5;10; Rp40.500,00 ; Rp27.266,00 ; Rp13.234,00 ;32,68;Singosari;Dewi;Voucher;Member;5;
TRX-0512;02/12/2024;Senin;Desember;Q4;2024;Siang (12-16);Pasta Gigi Pepsodent;Kebersihan; Rp12.000,00 ;2;0; Rp24.000,00 ; Rp14.344,00 ; Rp9.656,00 ;40,23;Malang Kota;Siti;Kartu Kredit;Non-Member;2;
TRX-0513;01/09/2024;Minggu;September;Q3;2024;Siang (12-16);Pocari Sweat;Minuman; Rp8.000,00 ;6;15; Rp40.800,00 ; Rp22.659,00 ; Rp18.141,00 ;44,46;Lawang;Rina;Kartu Kredit;Non-Member;4;
TRX-0514;06/11/2023;Senin;November;Q4;2023;Malam (20-22);Cheetos;Snack; Rp11.000,00 ;5;0; Rp55.000,00 ; Rp31.299,00 ; Rp23.701,00 ;43,09;Malang Kota;Budi;Tunai;Member;4;
TRX-0515;27/05/2024;Senin;Mei;Q2;2024;Siang (12-16);Oreo;Snack; Rp10.000,00 ;6;5; Rp57.000,00 ; Rp38.447,00 ; Rp18.553,00 ;32,55;Batu;Siti;Kartu Debit;Member;5;
TRX-0516;23/11/2024;Sabtu;November;Q4;2024;Sore (16-20);Oreo;Snack; Rp10.000,00 ;1;5; Rp9.500,00 ; Rp5.851,00 ; Rp3.649,00 ;38,41;Batu;Rina;Tunai;Member;5;
TRX-0517;31/03/2023;Jumat;Maret;Q1;2023;Sore (16-20);Deterjen Rinso;Kebersihan; Rp22.000,00 ;1;0; Rp22.000,00 ; Rp14.047,00 ; Rp7.953,00 ;36,15;Singosari;Rina;Voucher;Member;3;
TRX-0518;25/07/2023;Selasa;Juli;Q3;2023;Siang (12-16);Qtela;Snack; Rp14.000,00 ;5;10; Rp63.000,00 ; Rp38.068,00 ; Rp24.932,00 ;39,57;Lawang;Rina;Kartu Debit;Member;3;
TRX-0519;28/04/2023;Jumat;April;Q2;2023;Sore (16-20);Susu Ultra;Minuman; Rp9.000,00 ;9;10; Rp72.900,00 ; Rp41.364,00 ; Rp31.536,00 ;43,26;Batu;Siti;Voucher;Non-Member;2;
TRX-0520;22/12/2024;Minggu;Desember;Q4;2024;Malam (20-22);Softex;Kebersihan; Rp18.000,00 ;4;0; Rp72.000,00 ; Rp40.472,00 ; Rp31.528,00 ;43,79;Batu;Siti;Voucher;Member;2;
TRX-0521;30/01/2023;Senin;Januari;Q1;2023;Malam (20-22);Kecap ABC;Bumbu Dapur; Rp14.000,00 ;2;5; Rp26.600,00 ; Rp14.873,00 ; Rp11.727,00 ;44,09;Lawang;Agus;QRIS;Non-Member;3;
TRX-0522;07/12/2023;Kamis;Desember;Q4;2023;Malam (20-22);Cheetos;Snack; Rp11.000,00 ;2;20; Rp17.600,00 ; Rp11.967,00 ; Rp5.633,00 ;32,01;Batu;Budi;Tunai;Member;4;
TRX-0523;14/11/2023;Selasa;November;Q4;2023;Malam (20-22);Sania Minyak Goreng;Bumbu Dapur; Rp28.000,00 ;4;0; Rp112.000,00 ; Rp64.336,00 ; Rp47.664,00 ;42,56;Batu;Siti;Kartu Debit;Member;3;
TRX-0524;29/11/2023;Rabu;November;Q4;2023;Siang (12-16);Sania Minyak Goreng;Bumbu Dapur; Rp28.000,00 ;1;0; Rp28.000,00 ; Rp17.663,00 ; Rp10.337,00 ;36,92;Singosari;Agus;Kartu Kredit;Non-Member;3;
TRX-0525;10/09/2024;Selasa;September;Q3;2024;Pagi (08-12);Deodorant Rexona;Perawatan; Rp20.000,00 ;9;0; Rp180.000,00 ; Rp111.414,00 ; Rp68.586,00 ;38,10;Malang Kota;Siti;Voucher;Non-Member;5;
TRX-0526;17/04/2024;Rabu;April;Q2;2024;Malam (20-22);Gula Pasir 1kg;Bumbu Dapur; Rp16.000,00 ;7;0; Rp112.000,00 ; Rp73.421,00 ; Rp38.579,00 ;34,45;Batu;Budi;Kartu Kredit;Member;3;
TRX-0527;02/08/2023;Rabu;Agustus;Q3;2023;Pagi (08-12);Hand Sanitizer;Perawatan; Rp12.000,00 ;7;10; Rp75.600,00 ; Rp51.699,00 ; Rp23.901,00 ;31,62;Batu;Budi;QRIS;Non-Member;1;
TRX-0528;29/08/2024;Kamis;Agustus;Q3;2024;Malam (20-22);Hand Sanitizer;Perawatan; Rp12.000,00 ;6;10; Rp64.800,00 ; Rp36.716,00 ; Rp28.084,00 ;43,34;Lawang;Budi;Kartu Debit;Member;5;
TRX-0529;22/04/2023;Sabtu;April;Q2;2023;Siang (12-16);Hand Sanitizer;Perawatan; Rp12.000,00 ;6;5; Rp68.400,00 ; Rp45.120,00 ; Rp23.280,00 ;34,04;Malang Kota;Rina;QRIS;Member;2;
TRX-0530;07/11/2024;Kamis;November;Q4;2024;Siang (12-16);Indomie Goreng;Snack; Rp3.500,00 ;9;0; Rp31.500,00 ; Rp19.413,00 ; Rp12.087,00 ;38,37;Batu;Agus;QRIS;Non-Member;3;
TRX-0531;06/08/2024;Selasa;Agustus;Q3;2024;Siang (12-16);Deterjen Rinso;Kebersihan; Rp22.000,00 ;6;0; Rp132.000,00 ; Rp85.676,00 ; Rp46.324,00 ;35,09;Batu;Dewi;Kartu Kredit;Non-Member;1;
TRX-0532;14/01/2024;Minggu;Januari;Q1;2024;Pagi (08-12);Pelembab Vaseline;Perawatan; Rp25.000,00 ;1;15; Rp21.250,00 ; Rp13.711,00 ; Rp7.539,00 ;35,48;Singosari;Rina;Kartu Debit;Member;4;
TRX-0533;20/12/2024;Jumat;Desember;Q4;2024;Siang (12-16);Hand Sanitizer;Perawatan; Rp12.000,00 ;6;15; Rp61.200,00 ; Rp37.643,00 ; Rp23.557,00 ;38,49;Lawang;Agus;Voucher;Member;4;
TRX-0534;23/05/2023;Selasa;Mei;Q2;2023;Siang (12-16);Cheetos;Snack; Rp11.000,00 ;7;20; Rp61.600,00 ; Rp43.561,00 ; Rp18.039,00 ;29,28;Lawang;Budi;Kartu Debit;Member;1;
TRX-0535;15/03/2023;Rabu;Maret;Q1;2023;Malam (20-22);Teh Botol;Minuman; Rp6.000,00 ;8;15; Rp40.800,00 ; Rp25.469,00 ; Rp15.331,00 ;37,58;Kepanjen;Rina;QRIS;Non-Member;5;
